category;date_month;txn_count;payment;user_id
Букмекеры;2016-07;8;1600;7368
Букмекеры;2016-08;8;4200;7368
Букмекеры;2016-09;4;2400;7368
Букмекеры;2016-10;8;2500;7368
Букмекеры;2016-11;4;600;7368
Онлайн игры;2016-06;1;40;7368
Онлайн игры;2016-11;1;90;7368
Сотовая связь;2016-09;1;200;7368
Сотовая связь;2016-10;1;200;7368
Сотовая связь;2016-11;2;100;7368
Интернет магазины;2016-06;3;7300;10835
Интернет магазины;2016-07;2;500;10835
Интернет магазины;2016-08;1;800;10835
Интернет магазины;2016-09;2;350;10835
Интернет магазины;2016-10;5;3300;10835
Интернет магазины;2016-11;5;1400;10835
Сотовая связь;2016-07;1;300;10835
Сотовая связь;2016-10;4;800;10835
Сотовая связь;2016-11;1;300;10835
VPP;2016-10;1;3000;11232
Госуслуги;2016-09;1;2300;11232
Погашение кредитов;2016-06;2;2800;2119
Погашение кредитов;2016-07;2;4500;2119
Погашение кредитов;2016-08;1;600;2119
Погашение кредитов;2016-09;3;2600;2119
Погашение кредитов;2016-10;2;2600;2119
Погашение кредитов;2016-11;2;3000;2119
QVP;2016-06;10;700;28
QVP;2016-07;13;8400;28
QVP;2016-08;2;1100;28
QVP;2016-09;4;800;28
QVP;2016-10;5;1200;28
QVP;2016-11;14;2300;28
Букмекеры;2016-06;21;5900;28
Букмекеры;2016-07;12;3600;28
Букмекеры;2016-08;3;700;28
Букмекеры;2016-09;7;1600;28
Букмекеры;2016-10;9;3300;28
Букмекеры;2016-11;11;3800;28
Игры со ставками;2016-06;8;2400;28
Игры со ставками;2016-07;2;600;28
Игры со ставками;2016-08;3;500;28
Игры со ставками;2016-09;3;800;28
Игры со ставками;2016-10;2;1300;28
Игры со ставками;2016-11;5;2000;28
Интернет магазины;2016-11;1;500;28
Информационные услуги;2016-07;3;2100;28
Информационные услуги;2016-08;3;2100;28
Информационные услуги;2016-09;3;2100;28
Информационные услуги;2016-10;1;700;28
Информационные услуги;2016-11;4;2800;28
Информационные услуги;2016-12;1;700;28
Создание и дизайн сайтов, трафик;2016-07;1;700;28
Сотовая связь;2016-06;2;250;28
Сотовая связь;2016-07;4;300;28
Сотовая связь;2016-08;1;10;28
Сотовая связь;2016-09;2;30;28
Сотовая связь;2016-11;3;450;28
Электронные деньги;2016-06;3;2100;28
Букмекеры;2016-08;2;11000;24
Букмекеры;2016-09;1;10000;24
Погашение кредитов;2016-08;2;24800;24
Погашение кредитов;2016-09;1;14100;24
Погашение кредитов;2016-10;2;19400;24
Погашение кредитов;2016-11;2;13100;24
MLM;2016-09;2;1100;31
QVC;2016-08;1;400;31
QVC;2016-10;1;700;31
QVC;2016-11;1;1000;31
Благотворительность;2016-10;1;500;31
Интернет магазины;2016-08;1;350;31
Образовательные услуги;2016-09;1;100;31
Образовательные услуги;2016-10;1;100;31
Образовательные услуги;2016-11;1;20;31
Онлайн игры;2016-10;1;150;31
Служебная;2016-10;-1;150;31
Сотовая связь;2016-06;2;200;31
Сотовая связь;2016-07;2;300;31
Онлайн игры;2016-06;5;900;11233
Онлайн игры;2016-07;2;400;11233
Онлайн игры;2016-08;1;300;11233
Онлайн игры;2016-09;3;1500;11233
Онлайн игры;2016-10;3;1500;11233
Электронные деньги;2016-06;1;2800;11233
Электронные деньги;2016-07;2;3500;11233
Электронные деньги;2016-08;1;600;11233
Электронные деньги;2016-09;1;2000;11233
Игры со ставками;2016-06;5;600;11234
Игры со ставками;2016-07;3;350;11234
Игры со ставками;2016-08;1;60;11234
Онлайн игры;2016-06;1;60;11235
Онлайн игры;2016-07;1;350;11235
Погашение кредитов;2016-10;1;1200;11235
QVC;2016-06;1;500;11237
QVC;2016-08;1;500;11237
QVC;2016-10;1;500;11237
Электронные деньги;2016-09;1;1900;11237
Интернет магазины;2016-06;6;600;11238
Интернет магазины;2016-07;4;500;11238
Интернет магазины;2016-08;7;700;11238
Интернет магазины;2016-09;3;1400;11238
Интернет магазины;2016-10;1;2900;4193
Интернет магазины;2016-11;2;3700;4193
Служебная;2016-09;1;40;4193
Электронные деньги;2016-09;3;150;4193
Электронные деньги;2016-10;3;150;4193
MCMS;2016-11;1;500;9446
Служебная;2016-09;2;10;9446
MLM;2016-06;64;121000;26
MLM;2016-07;43;96900;26
MLM;2016-08;55;132100;26
MLM;2016-09;48;108600;26
MLM;2016-10;74;160400;26
MLM;2016-11;79;207400;26
Онлайн игры;2016-09;1;30;11240
Погашение кредитов;2016-06;1;3200;11240
Погашение кредитов;2016-07;1;3200;11240
Погашение кредитов;2016-09;1;6300;11240
Погашение кредитов;2016-10;1;3200;11240
Погашение кредитов;2016-11;1;3100;11240
QVC;2016-08;1;10;25
QVC;2016-10;2;5000;25
VPP;2016-10;1;1000;25
Госуслуги;2016-06;1;500;25
Игры со ставками;2016-11;7;41700;25
Интернет;2016-07;1;5000;25
Интернет;2016-08;2;3500;25
Контент;2016-08;2;3000;25
Лотереи;2016-11;6;10300;25
Лотереи;2016-12;2;8000;25
Онлайн игры;2016-09;3;3000;25
Онлайн игры;2016-10;1;1000;25
Онлайн игры;2016-11;2;4500;25
Сотовая связь;2016-07;2;2500;25
Хостинг;2016-08;1;5800;25
Электронные деньги;2016-09;5;3800;25
Электронные деньги;2016-11;1;450;25
Местная связь;2016-10;2;1000;11242
Онлайн игры;2016-06;8;700;11242
Сотовая связь;2016-07;4;60;11242
Сотовая связь;2016-08;1;350;11242
Сотовая связь;2016-09;2;70;11242
Сотовая связь;2016-10;4;500;11242
Интернет магазины;2016-11;2;77400;10836
Информационные услуги;2016-07;1;200;10836
Информационные услуги;2016-08;1;2700;10836
Онлайн игры;2016-09;1;50;10836
Онлайн игры;2016-10;2;250;10836
Онлайн игры;2016-11;4;250;10836
Онлайн общение;2016-06;2;350;10836
Онлайн общение;2016-07;4;1000;10836
Онлайн общение;2016-09;6;700;10836
Онлайн общение;2016-10;2;200;10836
Онлайн общение;2016-11;3;1300;10836
Сотовая связь;2016-07;1;1000;10836
Сотовая связь;2016-08;1;1000;10836
Сотовая связь;2016-10;4;1800;10836
Сотовая связь;2016-11;1;500;10836
Телевидение;2016-06;7;2200;10836
Телевидение;2016-07;13;3400;10836
Телевидение;2016-08;2;1500;10836
Телевидение;2016-09;1;300;10836
Телевидение;2016-10;2;800;10836
Телевидение;2016-11;2;800;10836
Электронные деньги;2016-09;1;250;10836
Погашение кредитов;2016-09;1;4900;29
Погашение кредитов;2016-11;1;2900;29
Служебная;2016-08;1;200;29
Служебная;2016-09;1;100;29
Погашение кредитов;2016-08;2;7800;5341
Погашение кредитов;2016-09;1;3600;5341
Погашение кредитов;2016-10;1;3500;5341
Сотовая связь;2016-07;4;400;11243
Сотовая связь;2016-08;1;400;11243
Сотовая связь;2016-09;1;200;11243
Такси;2016-07;4;350;11243
Такси;2016-08;5;400;11243
Такси;2016-09;5;400;11243
Такси;2016-10;1;100;11243
QVP;2016-11;2;800;11244
Информационные услуги;2016-06;2;300;11244
Информационные услуги;2016-07;3;500;11244
Информационные услуги;2016-08;2;400;11244
Информационные услуги;2016-09;5;600;11244
Информационные услуги;2016-10;5;1000;11244
Информационные услуги;2016-11;2;600;11244
Сотовая связь;2016-11;1;100;11244
Онлайн игры;2016-07;2;250;11245
Онлайн игры;2016-08;1;100;11245
Интернет;2016-09;1;1000;11248
Погашение кредитов;2016-06;2;8200;11248
Погашение кредитов;2016-07;2;8200;11248
Погашение кредитов;2016-08;1;4300;11248
Погашение кредитов;2016-09;2;7900;11248
Погашение кредитов;2016-10;3;12600;11248
Погашение кредитов;2016-11;2;8000;11248
Служебная;2016-09;1;10;11248
Служебная;2016-10;1;30;11248
Служебная;2016-11;1;30;11248
Служебная;2016-12;1;30;11248
Сотовая связь;2016-09;2;600;11248
Сотовая связь;2016-10;1;300;11248
Сотовая связь;2016-11;4;1500;11248
Такси;2016-09;2;1100;11249
Погашение кредитов;2016-06;4;20000;7363
Погашение кредитов;2016-07;1;10000;7363
Погашение кредитов;2016-08;2;8000;7363
Погашение кредитов;2016-09;2;12000;7363
MCMS;2016-06;1;200;9793
Онлайн игры;2016-08;1;600;9793
Погашение кредитов;2016-06;1;9100;10491
Погашение кредитов;2016-07;1;9100;10491
Погашение кредитов;2016-08;2;9100;10491
Погашение кредитов;2016-09;1;9100;10491
Погашение кредитов;2016-10;1;9100;10491
Погашение кредитов;2016-11;1;9100;10491
QVP;2016-06;1;200;11251
QVP;2016-07;2;200;11251
Онлайн общение;2016-06;4;300;11251
Сотовая связь;2016-06;1;50;11251
Сотовая связь;2016-07;3;150;11251
Электронные деньги;2016-06;1;80;11251
Онлайн игры;2016-06;1;400;9093
Онлайн игры;2016-07;2;800;9093
Онлайн игры;2016-08;1;400;9093
Онлайн игры;2016-09;3;2300;9093
Онлайн игры;2016-10;1;500;9093
Онлайн игры;2016-11;2;1900;9093
Электронные деньги;2016-07;1;300;9093
QVC;2016-06;19;3100;5333
QVC;2016-07;11;3000;5333
QVC;2016-08;4;2700;5333
QVC;2016-10;5;1100;5333
Букмекеры;2016-09;2;10500;5333
Интернет;2016-06;1;400;5333
Интернет магазины;2016-07;1;80;5333
Интернет магазины;2016-09;2;900;5333
Интернет магазины;2016-10;1;500;5333
Сотовая связь;2016-09;2;600;5333
Погашение кредитов;2016-06;3;9800;11253
Погашение кредитов;2016-07;3;8200;11253
Погашение кредитов;2016-08;1;3400;11253
Погашение кредитов;2016-09;2;5600;11253
QVC;2016-08;1;100;11255
QVC;2016-09;1;500;11255
QVC;2016-11;1;100;11255
Сотовая связь;2016-10;2;300;11255
Интернет магазины;2016-09;1;100;11256
Интернет;2016-07;1;600;11257
Онлайн игры;2016-08;1;100;11257
Сотовая связь;2016-10;1;100;11257
Онлайн игры;2016-09;3;1200;11258
Онлайн игры;2016-10;5;900;11258
Онлайн игры;2016-11;2;300;11258
Электронные деньги;2016-06;3;200;11258
Электронные деньги;2016-07;3;600;11258
VPP;2016-08;1;3500;11259
Букмекеры;2016-06;1;1100;11259
Букмекеры;2016-07;1;1100;11259
Букмекеры;2016-08;1;2000;11259
Сотовая связь;2016-06;2;100;11259
Сотовая связь;2016-07;2;200;11259
Сотовая связь;2016-08;1;200;11259
Интернет магазины;2016-06;1;6100;6429
Интернет магазины;2016-07;5;1900;6429
Интернет магазины;2016-08;1;5500;6429
Интернет магазины;2016-09;3;12000;6429
Интернет магазины;2016-10;2;800;6429
Интернет магазины;2016-11;2;2300;6429
Сотовая связь;2016-06;1;100;6429
Сотовая связь;2016-09;1;50;6429
Сотовая связь;2016-10;1;50;6429
Интернет магазины;2016-07;3;350;6430
Интернет магазины;2016-08;1;200;6430
Интернет магазины;2016-09;13;1500;6430
Интернет магазины;2016-11;1;150;6430
Онлайн игры;2016-06;1;600;6430
Онлайн игры;2016-07;1;600;6430
Онлайн игры;2016-08;1;600;6430
Онлайн игры;2016-09;1;600;6430
Онлайн игры;2016-10;1;600;6430
Онлайн игры;2016-08;1;200;11260
Онлайн игры;2016-09;1;500;11260
Онлайн игры;2016-07;2;250;11261
Онлайн игры;2016-08;4;900;11261
Онлайн игры;2016-09;9;2900;11261
Онлайн игры;2016-10;7;2200;11261
Онлайн игры;2016-11;5;1200;11261
Интернет;2016-07;1;450;11264
Интернет;2016-08;1;450;11264
Интернет;2016-09;1;450;11264
Интернет;2016-10;1;450;11264
Онлайн игры;2016-11;1;2500;11264
Сотовая связь;2016-08;1;400;11264
Сотовая связь;2016-09;1;300;11264
Сотовая связь;2016-10;2;300;11264
Сотовая связь;2016-11;1;600;11264
MCMS;2016-10;1;50;6367
Онлайн игры;2016-06;15;7500;6367
Онлайн игры;2016-08;4;1300;6367
Сотовая связь;2016-06;2;350;6367
Электронные деньги;2016-07;1;100;11266
VPP;2016-07;2;3000;7369
VPP;2016-08;1;1000;7369
VPP;2016-09;2;6200;7369
